,genero,idade,idade_parceiro,raa,raa_parceiro,Mesma raa?,importancia_mesma_raca,importancia_mesma_religiao,formao,pref_parceiro_atratividade,pref_parceiro_sinceridade,pref_parceiro_inteligencia,pref_parceiro_engracado,pref_parceiro_ambicao,pref_parceiro_interessescomuns,avaliacao_atratividade,avaliacao_sinceridade,avaliacao_inteligencia,avaliacao_engracado,avaliacao_ambicao,avaliacao_interessescomuns,busco_atratividade,busco_sinceridade,busco_inteligencia,busco_engracado,busco_ambicao,busco_interessescomuns,sou_atrativo,sou_sincero,sou_inteligente,sou_engracado,sou_ambicioso,parceiro_atrativo,parceiro_sincero,parceiro_inteligente,parceiro_engracado,parceiro_ambicioso,interessescomunsparceiro,esportes,esportes_tv,exercicio,jantares,museus,arte,trilhas,videogames,leitura,tv,teatro,filmes,shows,musica,shopping,yoga,correlacao_interesses,expectativas,quantos_acho_vao_gostar_demim,quantos_matches_acho_terei,gostou_parceiro,parceiro_gostou_demim_acho,conhecia_parceiro,decisao,decisao_parceiro,match
7993,b'male',23,28,b'European/Caucasian-American',b'Other',b'0',5,6,b'Biochemistry',25,15,25,15,10,10,5,6,6,4,6,5,23,14,19,16,10,18,6,7,6,7,5,5,6,7,5,8,5,4,3,4,7,7,6,2,8,8,6,6,9,8,9,5,6,0.15,6,,8,5,5,0,b'0',b'1',nao
7994,b'male',23,26,b'European/Caucasian-American',b'European/Caucasian-American',b'1',5,6,b'Biochemistry',10,30,20,15,15,10,8,8,9,9,9,6,23,14,19,16,10,18,6,7,6,7,5,6,7,7,5,7,5,4,3,4,7,7,6,2,8,8,6,6,9,8,9,5,6,-0.18,6,,8,6,7,0,b'1',b'1',sim
7995,b'male',23,22,b'European/Caucasian-American',b'European/Caucasian-American',b'1',5,6,b'Biochemistry',10,20,15,20,15,20,8,9,9,8,6,3,23,14,19,16,10,18,6,7,6,7,5,7,7,7,7,6,6,4,3,4,7,7,6,2,8,8,6,6,9,8,9,5,6,0.46,6,,8,7,5,0,b'1',b'0',nao
7996,b'male',23,27,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',5,6,b'Biochemistry',10,25,20,20,5,20,2,3,10,4,7,8,23,14,19,16,10,18,6,7,6,7,5,6,5,6,7,6,4,4,3,4,7,7,6,2,8,8,6,6,9,8,9,5,6,0.52,6,,8,5,3,0,b'0',b'1',nao
7997,b'male',23,25,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',5,6,b'Biochemistry',15,20,25,20,10,10,7,9,8,9,7,7,23,14,19,16,10,18,6,7,6,7,5,7,8,7,7,6,6,4,3,4,7,7,6,2,8,8,6,6,9,8,9,5,6,0.3,6,,8,7,6,0,b'1',b'1',sim
7998,b'male',23,24,b'European/Caucasian-American',b'European/Caucasian-American',b'1',5,6,b'Biochemistry',10,15,30,20,15,10,7,5,9,9,8,7,23,14,19,16,10,18,6,7,6,7,5,6,8,6,7,6,6,4,3,4,7,7,6,2,8,8,6,6,9,8,9,5,6,0.26,6,,8,6,5,0,b'0',b'1',nao
7999,b'male',23,26,b'European/Caucasian-American',b'Latino/Hispanic American',b'0',5,6,b'Biochemistry',10,10,30,20,10,15,6,3,9,5,9,5,23,14,19,16,10,18,6,7,6,7,5,5,7,5,7,6,5,4,3,4,7,7,6,2,8,8,6,6,9,8,9,5,6,0.62,6,,8,5,3,0,b'0',b'1',nao
8000,b'male',23,24,b'European/Caucasian-American',b'Other',b'0',5,6,b'Biochemistry',50,20,10,5,10,5,7,7,9,7,8,4,23,14,19,16,10,18,6,7,6,7,5,5,7,6,6,7,4,4,3,4,7,7,6,2,8,8,6,6,9,8,9,5,6,0.35,6,,8,5,3,0,b'0',b'0',nao
8001,b'male',23,29,b'European/Caucasian-American',b'Latino/Hispanic American',b'0',5,6,b'Biochemistry',40,10,30,10,10,,2,2,7,1,8,1,23,14,19,16,10,18,6,7,6,7,5,6,8,7,6,8,5,4,3,4,7,7,6,2,8,8,6,6,9,8,9,5,6,-0.43,6,,8,6,4,0,b'0',b'0',nao
8002,b'male',23,22,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',5,6,b'Biochemistry',10,25,25,10,10,20,6,5,5,5,,,23,14,19,16,10,18,6,7,6,7,5,,,,,,,4,3,4,7,7,6,2,8,8,6,6,9,8,9,5,6,0.23,6,,8,,,,b'0',b'1',nao
8003,b'male',23,22,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',5,6,b'Biochemistry',20,20,10,15,5,30,8,8,9,9,7,8,23,14,19,16,10,18,6,7,6,7,5,,,,,,,4,3,4,7,7,6,2,8,8,6,6,9,8,9,5,6,0.11,6,,8,,,,b'0',b'1',nao
8004,b'male',29,28,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1,1,b'Math',10,20,30,10,10,20,5,5,5,5,5,5,30,20,20,20,10,0,7,8,8,8,8,6,7,6,4,8,3,7,3,5,8,7,7,3,2,8,6,4,9,7,9,7,1,0.84,8,,3,6,4,0,b'0',b'1',nao
8005,b'male',29,26,b'European/Caucasian-American',b'Latino/Hispanic American',b'0',1,1,b'Math',25,25,25,12,3,10,9,7,9,9,7,8,30,20,20,20,10,0,7,8,8,8,8,10,8,9,9,9,9,7,3,5,8,7,7,3,2,8,6,4,9,7,9,7,1,0.36,8,,3,9,5,0,b'1',b'1',sim
8006,b'male',29,23,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1,1,b'Math',20,10,10,30,15,15,7,6,6,7,6,5,30,20,20,20,10,0,7,8,8,8,8,9,7,8,4,8,3,7,3,5,8,7,7,3,2,8,6,4,9,7,9,7,1,0.52,8,,3,4,3,0,b'0',b'0',nao
8007,b'male',29,,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Math',20,20,20,20,5,15,5,7,8,4,8,4,30,20,20,20,10,0,7,8,8,8,8,9,5,7,4,6,3,7,3,5,8,7,7,3,2,8,6,4,9,7,9,7,1,0.54,8,,3,6,2,0,b'0',b'0',nao
8008,b'male',29,23,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Math',20,20,20,20,5,15,4,5,5,5,5,5,30,20,20,20,10,0,7,8,8,8,8,8,3,6,7,6,3,7,3,5,8,7,7,3,2,8,6,4,9,7,9,7,1,0.66,8,,3,4,2,0,b'0',b'0',nao
8009,b'male',29,23,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Math',20,20,20,15,5,20,10,10,7,8,5,5,30,20,20,20,10,0,7,8,8,8,8,2,5,4,1,4,2,7,3,5,8,7,7,3,2,8,6,4,9,7,9,7,1,0.55,8,,3,1,3,0,b'0',b'1',nao
8010,b'male',29,23,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Math',20,20,20,15,10,15,7,5,6,8,7,,30,20,20,20,10,0,7,8,8,8,8,8,6,6,8,7,3,7,3,5,8,7,7,3,2,8,6,4,9,7,9,7,1,0.32,8,,3,5,3,0,b'0',b'0',nao
8011,b'male',29,27,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1,1,b'Math',58,5,8,10,7,12,8,8,8,8,8,7,30,20,20,20,10,0,7,8,8,8,8,10,8,9,9,9,7,7,3,5,8,7,7,3,2,8,6,4,9,7,9,7,1,0.44,8,,3,9,6,0,b'1',b'1',sim
8012,b'male',29,30,b'European/Caucasian-American',b'Latino/Hispanic American',b'0',1,1,b'Math',15,20,20,20,5,10,,,,,,,30,20,20,20,10,0,7,8,8,8,8,,,,,,,7,3,5,8,7,7,3,2,8,6,4,9,7,9,7,1,0.32,8,,3,,,,b'0',b'0',nao
8013,b'male',29,23,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Math',20,25,25,30,5,5,7,7,7,7,6,,30,20,20,20,10,0,7,8,8,8,8,8,7,7,7,6,4,7,3,5,8,7,7,3,2,8,6,4,9,7,9,7,1,0.61,8,,3,6,4,0,b'0',b'1',nao
8014,b'male',29,26,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Math',40,5,30,15,5,5,8,6,6,,,,30,20,20,20,10,0,7,8,8,8,8,8,7,9,6,4,3,7,3,5,8,7,7,3,2,8,6,4,9,7,9,7,1,0.33,8,,3,3,4,0,b'0',b'0',nao
8015,b'male',29,28,b'European/Caucasian-American',b'Other',b'0',1,1,b'Math',25,15,25,15,10,10,,,,,,,30,20,20,20,10,0,7,8,8,8,8,4,8,7,5,6,6,7,3,5,8,7,7,3,2,8,6,4,9,7,9,7,1,0.41,8,,3,2,2,0,b'0',b'0',nao
8016,b'male',29,26,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Math',10,30,20,15,15,10,8,8,8,8,8,6,30,20,20,20,10,0,7,8,8,8,8,7,8,8,7,8,4,7,3,5,8,7,7,3,2,8,6,4,9,7,9,7,1,-0.04,8,,3,6,4,0,b'0',b'1',nao
8017,b'male',29,22,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Math',10,20,15,20,15,20,5,6,5,5,7,4,30,20,20,20,10,0,7,8,8,8,8,7,8,9,7,8,5,7,3,5,8,7,7,3,2,8,6,4,9,7,9,7,1,0.57,8,,3,7,6,0,b'0',b'0',nao
8018,b'male',29,27,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1,1,b'Math',10,25,20,20,5,20,6,7,7,7,9,6,30,20,20,20,10,0,7,8,8,8,8,4,8,7,6,6,3,7,3,5,8,7,7,3,2,8,6,4,9,7,9,7,1,0.49,8,,3,3,5,0,b'0',b'1',nao
8019,b'male',29,25,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1,1,b'Math',15,20,25,20,10,10,7,8,7,7,7,5,30,20,20,20,10,0,7,8,8,8,8,8,8,9,9,8,7,7,3,5,8,7,7,3,2,8,6,4,9,7,9,7,1,0.51,8,,3,8,6,0,b'1',b'1',sim
8020,b'male',29,24,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Math',10,15,30,20,15,10,7,7,7,6,7,6,30,20,20,20,10,0,7,8,8,8,8,5,8,6,6,7,3,7,3,5,8,7,7,3,2,8,6,4,9,7,9,7,1,0.52,8,,3,3,4,0,b'0',b'0',nao
8021,b'male',29,26,b'European/Caucasian-American',b'Latino/Hispanic American',b'0',1,1,b'Math',10,10,30,20,10,15,7,3,6,5,6,5,30,20,20,20,10,0,7,8,8,8,8,4,8,4,5,5,3,7,3,5,8,7,7,3,2,8,6,4,9,7,9,7,1,0.41,8,,3,2,4,0,b'0',b'1',nao
8022,b'male',29,24,b'European/Caucasian-American',b'Other',b'0',1,1,b'Math',50,20,10,5,10,5,7,7,7,7,7,3,30,20,20,20,10,0,7,8,8,8,8,7,7,8,4,7,7,7,3,5,8,7,7,3,2,8,6,4,9,7,9,7,1,0.56,8,,3,5,3,0,b'0',b'0',nao
8023,b'male',29,29,b'European/Caucasian-American',b'Latino/Hispanic American',b'0',1,1,b'Math',40,10,30,10,10,,1,2,3,2,2,1,30,20,20,20,10,0,7,8,8,8,8,6,8,7,6,7,4,7,3,5,8,7,7,3,2,8,6,4,9,7,9,7,1,-0.54,8,,3,7,3,0,b'0',b'0',nao
8024,b'male',29,22,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1,1,b'Math',10,25,25,10,10,20,5,4,6,6,5,4,30,20,20,20,10,0,7,8,8,8,8,6,9,9,6,8,7,7,3,5,8,7,7,3,2,8,6,4,9,7,9,7,1,0.27,8,,3,3,6,0,b'0',b'0',nao
8025,b'male',29,22,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1,1,b'Math',20,20,10,15,5,30,9,8,7,8,8,7,30,20,20,20,10,0,7,8,8,8,8,4,9,8,4,8,4,7,3,5,8,7,7,3,2,8,6,4,9,7,9,7,1,-0.01,8,,3,2,4,0,b'0',b'1',nao
8026,b'male',22,28,b'Asian/Pacific Islander/Asian-American',b'Asian/Pacific Islander/Asian-American',b'1',7,1,b'Electrical Engineering',10,20,30,10,10,20,5,4,5,6,6,7,20,5,25,25,5,20,7,9,9,9,7,7,8,9,8,8,8,6,6,7,10,8,8,3,3,10,8,10,10,10,10,10,1,0.67,7,,2,7,6,,b'1',b'1',sim
8027,b'male',22,26,b'Asian/Pacific Islander/Asian-American',b'Latino/Hispanic American',b'0',7,1,b'Electrical Engineering',25,25,25,12,3,10,,,,,,,20,5,25,25,5,20,7,9,9,9,7,,,,,,,6,6,7,10,8,8,3,3,10,8,10,10,10,10,10,1,-0.04,7,,2,,,,b'0',b'0',nao
8028,b'male',22,23,b'Asian/Pacific Islander/Asian-American',b'Asian/Pacific Islander/Asian-American',b'1',7,1,b'Electrical Engineering',20,10,10,30,15,15,4,4,7,5,3,3,20,5,25,25,5,20,7,9,9,9,7,5,7,8,4,6,6,6,6,7,10,8,8,3,3,10,8,10,10,10,10,10,1,0.36,7,,2,5,1,0,b'0',b'1',nao
8029,b'male',22,,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',7,1,b'Electrical Engineering',20,20,20,20,5,15,7,7,8,6,8,6,20,5,25,25,5,20,7,9,9,9,7,9,8,9,8,8,7,6,6,7,10,8,8,3,3,10,8,10,10,10,10,10,1,0.54,7,,2,8,4,0,b'0',b'0',nao
8030,b'male',22,23,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',7,1,b'Electrical Engineering',20,20,20,20,5,15,6,5,7,7,7,6,20,5,25,25,5,20,7,9,9,9,7,8,8,8,8,8,6,6,6,7,10,8,8,3,3,10,8,10,10,10,10,10,1,0.76,7,,2,7,5,,b'1',b'1',sim
8031,b'male',22,23,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',7,1,b'Electrical Engineering',20,20,20,15,5,20,9,7,6,6,6,2,20,5,25,25,5,20,7,9,9,9,7,6,8,7,4,5,5,6,6,7,10,8,8,3,3,10,8,10,10,10,10,10,1,0.81,7,,2,7,1,0,b'0',b'0',nao
8032,b'male',22,23,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',7,1,b'Electrical Engineering',20,20,20,15,10,15,6,5,8,8,8,,20,5,25,25,5,20,7,9,9,9,7,6,8,9,8,,5,6,6,7,10,8,8,3,3,10,8,10,10,10,10,10,1,0.19,7,,2,8,3,,b'0',b'0',nao
8033,b'male',22,27,b'Asian/Pacific Islander/Asian-American',b'Asian/Pacific Islander/Asian-American',b'1',7,1,b'Electrical Engineering',58,5,8,10,7,12,7,8,8,7,8,7,20,5,25,25,5,20,7,9,9,9,7,8,8,8,6,6,4,6,6,7,10,8,8,3,3,10,8,10,10,10,10,10,1,0.62,7,,2,7,6,0,b'0',b'1',nao
8034,b'male',22,30,b'Asian/Pacific Islander/Asian-American',b'Latino/Hispanic American',b'0',7,1,b'Electrical Engineering',15,20,20,20,5,10,5,4,6,5,4,3,20,5,25,25,5,20,7,9,9,9,7,7,8,7,8,7,6,6,6,7,10,8,8,3,3,10,8,10,10,10,10,10,1,0.56,7,,2,6,1,0,b'0',b'0',nao
8035,b'male',22,23,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',7,1,b'Electrical Engineering',20,25,25,30,5,5,6,9,6,5,,7,20,5,25,25,5,20,7,9,9,9,7,8,8,8,8,5,7,6,6,7,10,8,8,3,3,10,8,10,10,10,10,10,1,0.62,7,,2,8,3,0,b'0',b'1',nao
8036,b'male',22,26,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',7,1,b'Electrical Engineering',40,5,30,15,5,5,6,6,6,,,,20,5,25,25,5,20,7,9,9,9,7,7,9,8,8,6,6,6,6,7,10,8,8,3,3,10,8,10,10,10,10,10,1,0.25,7,,2,8,3,0,b'1',b'0',nao
8037,b'male',22,28,b'Asian/Pacific Islander/Asian-American',b'Other',b'0',7,1,b'Electrical Engineering',25,15,25,15,10,10,9,8,8,8,6,6,20,5,25,25,5,20,7,9,9,9,7,6,8,8,,,,6,6,7,10,8,8,3,3,10,8,10,10,10,10,10,1,0.55,7,,2,,,,b'0',b'1',nao
8038,b'male',22,26,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',7,1,b'Electrical Engineering',10,30,20,15,15,10,8,8,8,8,8,8,20,5,25,25,5,20,7,9,9,9,7,6,7,7,8,6,6,6,6,7,10,8,8,3,3,10,8,10,10,10,10,10,1,-0.06,7,,2,7,4,0,b'0',b'1',nao
8039,b'male',22,22,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',7,1,b'Electrical Engineering',10,20,15,20,15,20,6,8,9,9,7,7,20,5,25,25,5,20,7,9,9,9,7,7,9,9,8,9,8,6,6,7,10,8,8,3,3,10,8,10,10,10,10,10,1,0.73,7,,2,8,5,0,b'0',b'1',nao
8040,b'male',22,27,b'Asian/Pacific Islander/Asian-American',b'Asian/Pacific Islander/Asian-American',b'1',7,1,b'Electrical Engineering',10,25,20,20,5,20,4,2,6,4,6,8,20,5,25,25,5,20,7,9,9,9,7,4,8,8,4,5,7,6,6,7,10,8,8,3,3,10,8,10,10,10,10,10,1,0.14,7,,2,4,7,0,b'0',b'0',nao
8041,b'male',22,25,b'Asian/Pacific Islander/Asian-American',b'Asian/Pacific Islander/Asian-American',b'1',7,1,b'Electrical Engineering',15,20,25,20,10,10,6,6,7,7,7,5,20,5,25,25,5,20,7,9,9,9,7,7,9,9,9,9,5,6,6,7,10,8,8,3,3,10,8,10,10,10,10,10,1,0.48,7,,2,8,6,0,b'0',b'1',nao
8042,b'male',22,24,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',7,1,b'Electrical Engineering',10,15,30,20,15,10,8,8,8,8,9,9,20,5,25,25,5,20,7,9,9,9,7,5,8,7,8,5,4,6,6,7,10,8,8,3,3,10,8,10,10,10,10,10,1,0.78,7,,2,7,1,0,b'0',b'1',nao
8043,b'male',22,26,b'Asian/Pacific Islander/Asian-American',b'Latino/Hispanic American',b'0',7,1,b'Electrical Engineering',10,10,30,20,10,15,4,5,7,8,6,5,20,5,25,25,5,20,7,9,9,9,7,6,8,7,8,4,2,6,6,7,10,8,8,3,3,10,8,10,10,10,10,10,1,0.39,7,,2,7,1,0,b'0',b'0',nao
8044,b'male',22,24,b'Asian/Pacific Islander/Asian-American',b'Other',b'0',7,1,b'Electrical Engineering',50,20,10,5,10,5,5,5,8,6,8,3,20,5,25,25,5,20,7,9,9,9,7,5,7,7,7,4,2,6,6,7,10,8,8,3,3,10,8,10,10,10,10,10,1,0.62,7,,2,6,1,0,b'0',b'0',nao
8045,b'male',22,29,b'Asian/Pacific Islander/Asian-American',b'Latino/Hispanic American',b'0',7,1,b'Electrical Engineering',40,10,30,10,10,,2,2,2,4,1,1,20,5,25,25,5,20,7,9,9,9,7,,,,,,,6,6,7,10,8,8,3,3,10,8,10,10,10,10,10,1,-0.58,7,,2,,,,b'0',b'0',nao
8046,b'male',22,22,b'Asian/Pacific Islander/Asian-American',b'Asian/Pacific Islander/Asian-American',b'1',7,1,b'Electrical Engineering',10,25,25,10,10,20,6,5,6,5,6,,20,5,25,25,5,20,7,9,9,9,7,4,8,8,4,5,2,6,6,7,10,8,8,3,3,10,8,10,10,10,10,10,1,0.22,7,,2,4,4,0,b'0',b'1',nao
8047,b'male',22,22,b'Asian/Pacific Islander/Asian-American',b'Asian/Pacific Islander/Asian-American',b'1',7,1,b'Electrical Engineering',20,20,10,15,5,30,7,8,7,8,8,8,20,5,25,25,5,20,7,9,9,9,7,4,7,6,4,4,2,6,6,7,10,8,8,3,3,10,8,10,10,10,10,10,1,0.1,7,,2,5,4,0,b'0',b'1',nao
8048,b'male',32,28,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1,1,b'Biomedical engineering',10,20,30,10,10,20,6,5,6,7,7,6,50,0,10,30,0,10,7,8,9,8,8,7,7,9,8,7,8,8,2,8,8,8,8,8,8,8,5,4,6,3,6,6,6,0.36,6,,4,8,10,0,b'1',b'1',sim
8049,b'male',32,26,b'European/Caucasian-American',b'Latino/Hispanic American',b'0',1,1,b'Biomedical engineering',25,25,25,12,3,10,7,8,8,8,,6,50,0,10,30,0,10,7,8,9,8,8,8,5,5,8,6,5,8,2,8,8,8,8,8,8,8,5,4,6,3,6,6,6,0.57,6,,4,6,5,0,b'1',b'1',sim
8050,b'male',32,23,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1,1,b'Biomedical engineering',20,10,10,30,15,15,4,3,5,4,2,2,50,0,10,30,0,10,7,8,9,8,8,5,7,7,5,6,3,8,2,8,8,8,8,8,8,8,5,4,6,3,6,6,6,0.02,6,,4,5,3,0,b'0',b'0',nao
8051,b'male',32,,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Biomedical engineering',20,20,20,20,5,15,,,,,,,50,0,10,30,0,10,7,8,9,8,8,,,,,,,8,2,8,8,8,8,8,8,8,5,4,6,3,6,6,6,0.02,6,,4,,,,b'0',b'0',nao
8052,b'male',32,23,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Biomedical engineering',20,20,20,20,5,15,6,4,4,4,,,50,0,10,30,0,10,7,8,9,8,8,8,5,6,7,7,6,8,2,8,8,8,8,8,8,8,5,4,6,3,6,6,6,0.07,6,,4,5,5,0,b'1',b'0',nao
8053,b'male',32,23,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Biomedical engineering',20,20,20,15,5,20,7,7,7,,10,5,50,0,10,30,0,10,7,8,9,8,8,3,7,6,7,5,5,8,2,8,8,8,8,8,8,8,5,4,6,3,6,6,6,-0.06,6,,4,6,7,0,b'0',b'1',nao
8054,b'male',32,23,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Biomedical engineering',20,20,20,15,10,15,4,5,8,8,8,6,50,0,10,30,0,10,7,8,9,8,8,5,4,7,4,7,4,8,2,8,8,8,8,8,8,8,5,4,6,3,6,6,6,-0.08,6,,4,4,3,0,b'0',b'0',nao
8055,b'male',32,27,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1,1,b'Biomedical engineering',58,5,8,10,7,12,6,8,7,8,7,8,50,0,10,30,0,10,7,8,9,8,8,6,3,5,6,5,4,8,2,8,8,8,8,8,8,8,5,4,6,3,6,6,6,0.09,6,,4,5,4,0,b'0',b'1',nao
8056,b'male',32,30,b'European/Caucasian-American',b'Latino/Hispanic American',b'0',1,1,b'Biomedical engineering',15,20,20,20,5,10,6,7,7,7,8,5,50,0,10,30,0,10,7,8,9,8,8,3,4,5,4,5,6,8,2,8,8,8,8,8,8,8,5,4,6,3,6,6,6,0.27,6,,4,5,5,0,b'0',b'1',nao
8057,b'male',32,23,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Biomedical engineering',20,25,25,30,5,5,2,2,5,6,,,50,0,10,30,0,10,7,8,9,8,8,6,6,6,6,6,6,8,2,8,8,8,8,8,8,8,5,4,6,3,6,6,6,0.13,6,,4,6,8,0,b'0',b'0',nao
8058,b'male',32,26,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Biomedical engineering',40,5,30,15,5,5,5,7,6,,,,50,0,10,30,0,10,7,8,9,8,8,5,5,5,5,5,5,8,2,8,8,8,8,8,8,8,5,4,6,3,6,6,6,0.21,6,,4,6,10,0,b'1',b'0',nao
8059,b'male',32,28,b'European/Caucasian-American',b'Other',b'0',1,1,b'Biomedical engineering',25,15,25,15,10,10,,,,,,,50,0,10,30,0,10,7,8,9,8,8,4,5,5,4,4,5,8,2,8,8,8,8,8,8,8,5,4,6,3,6,6,6,0.04,6,,4,4,4,0,b'0',b'0',nao
8060,b'male',32,26,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Biomedical engineering',10,30,20,15,15,10,8,9,9,10,10,8,50,0,10,30,0,10,7,8,9,8,8,7,7,6,6,6,6,8,2,8,8,8,8,8,8,8,5,4,6,3,6,6,6,0.33,6,,4,6,6,0,b'1',b'1',sim
8061,b'male',32,22,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Biomedical engineering',10,20,15,20,15,20,8,9,7,9,,7,50,0,10,30,0,10,7,8,9,8,8,6,6,6,6,5,5,8,2,8,8,8,8,8,8,8,5,4,6,3,6,6,6,-0.2,6,,4,5,8,0,b'0',b'1',nao
8062,b'male',32,27,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1,1,b'Biomedical engineering',10,25,20,20,5,20,5,1,6,8,2,2,50,0,10,30,0,10,7,8,9,8,8,4,6,5,6,5,5,8,2,8,8,8,8,8,8,8,5,4,6,3,6,6,6,0.39,6,,4,6,9,0,b'0',b'1',nao
8063,b'male',32,25,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1,1,b'Biomedical engineering',15,20,25,20,10,10,4,9,9,7,8,4,50,0,10,30,0,10,7,8,9,8,8,7,7,6,7,6,6,8,2,8,8,8,8,8,8,8,5,4,6,3,6,6,6,0.37,6,,4,6,6,0,b'1',b'1',sim
8064,b'male',32,24,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Biomedical engineering',10,15,30,20,15,10,7,7,8,9,8,8,50,0,10,30,0,10,7,8,9,8,8,3,5,7,5,5,4,8,2,8,8,8,8,8,8,8,5,4,6,3,6,6,6,-0.06,6,,4,5,5,0,b'0',b'1',nao
8065,b'male',32,26,b'European/Caucasian-American',b'Latino/Hispanic American',b'0',1,1,b'Biomedical engineering',10,10,30,20,10,15,5,7,9,9,9,4,50,0,10,30,0,10,7,8,9,8,8,3,6,5,6,5,4,8,2,8,8,8,8,8,8,8,5,4,6,3,6,6,6,0.2,6,,4,4,6,0,b'0',b'1',nao
8066,b'male',32,24,b'European/Caucasian-American',b'Other',b'0',1,1,b'Biomedical engineering',50,20,10,5,10,5,6,6,8,9,8,5,50,0,10,30,0,10,7,8,9,8,8,4,4,5,3,4,3,8,2,8,8,8,8,8,8,8,5,4,6,3,6,6,6,-0.3,6,,4,4,3,0,b'0',b'0',nao
8067,b'male',32,29,b'European/Caucasian-American',b'Latino/Hispanic American',b'0',1,1,b'Biomedical engineering',40,10,30,10,10,,2,4,3,6,1,2,50,0,10,30,0,10,7,8,9,8,8,,,,,,,8,2,8,8,8,8,8,8,8,5,4,6,3,6,6,6,-0.15,6,,4,,,,b'0',b'0',nao
8068,b'male',32,22,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1,1,b'Biomedical engineering',10,25,25,10,10,20,6,7,7,5,5,,50,0,10,30,0,10,7,8,9,8,8,3,8,6,5,5,4,8,2,8,8,8,8,8,8,8,5,4,6,3,6,6,6,0.27,6,,4,6,2,1,b'0',b'0',nao
8069,b'male',32,22,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1,1,b'Biomedical engineering',20,20,10,15,5,30,9,9,8,10,8,7,50,0,10,30,0,10,7,8,9,8,8,5,6,5,5,5,3,8,2,8,8,8,8,8,8,8,5,4,6,3,6,6,6,-0.58,6,,4,5,5,0,b'0',b'1',nao
8070,b'male',22,28,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',6,6,b'Law',10,20,30,10,10,20,2,6,3,6,5,7,30,10,20,15,15,10,8,8,9,10,10,1,6,5,5,4,3,8,9,8,9,9,9,4,6,8,6,7,9,7,7,7,6,0.58,7,,6,5,0,0,b'0',b'0',nao
